id,adult,budget,homepage,original_language,original_title,title,tagline,overview,popularity,release_date,revenue,runtime
11012,False,0,,en,Damage,Damage,"Desire... Deceit... Destiny...","The life of a respected British politician at the height of his career crumbles when he becomes obsessed with his son's lover.",6.384589,1992-12-02,7532911,111.0
279714,False,0,,en,"OT: Our Town","OT: Our Town",,"Against all odds, the first theatrical production in over 20 years at Dominguez High School is going to be Thorton Wilder's American classic Our Town. The kids at this Compton school are about to experience more than a culture clash, as they embark on a rich journey and discover the educational and social value of theater. OT: Our Town tells the story of human spirit and its strength against the stereotypes holding them down. Where Thorton Wilder wrote about about little Grover's Corners, this documentary exemplifies how Our Town is every town. Our Town is Compton.",0.052777,2002-01-01,0,0.0
30068,False,0,,en,"Devil's Playground","Devil's Playground",,"The Devil's Playground is a fascinating and moving documentary about a little-known aspect of Amish life. Amish are not permitted to join the church until their late teens, and have to do so of their own volition. The film explores Rumspringa, wherein young Amish are given the opportunity to explore the ""English"" way of life.",1.078421,2002-01-01,0,77.0
40913,False,0,http://dancewithastranger.com/,en,"Dance with a Stranger","Dance with a Stranger",,"Based on the true story of Ruth Ellis, the last woman hanged in Britain, Mike Newell's Dance With a Stranger (1985) concentrates on Ellis's (Richardson) short-lived relationship with motor-racing driver David Blakely (Rupert Everett).",2.050411,1985-03-01,0,102.0
158413,False,0,,en,"Journeys with George","Journeys with George",,"Documentary account of George W. Bush's presidential campaign.",0.202712,2002-03-08,0,79.0
9556,False,16000000,,en,Darkman,Darkman,"They destroyed everything he had, everything he was. Now, crime has a new enemy and justice has a new face.","Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an experimental medical procedure, Westlake becomes known as Darkman, assuming alternate identities in his quest for revenge and a new life with a former love.",8.899418,1990-08-24,48878502,96.0
13581,False,0,,en,"Dead of Night","Dead of Night",,"Architect Walter Craig, seeking the possibility of some work at a country farmhouse, soon finds himself once again stuck in his recurring nightmare. Dreading the end of the dream that he knows is coming, he must first listen to all the assembled guests' own bizarre tales.",6.954993,1945-09-04,0,103.0
1702,False,0,,en,"Death Machine","Death Machine","It feeds on your fear","Chaank Armaments is experimenting with the ultimate fighting machine which is part human - part machine. So far, the Hardman project has been unreliable and has killed a number of innocent people. The genius behind this project is Jack who lives in a world of models, toys and magazines. When he is fired by Cale for killing a few corporate officers, he unleashes the ultimate killing machine called the 'Warbeast' against Cale and those who would help her.",9.217153,1994-12-23,1422749,117.0
19184,False,0,,fr,"Le dernier combat","The Last Battle",,"The plot explores the devastation of civilization and issues of brutality, hostility and isolation. Pierre Jolivet stars as the main character (identified only as ""The Man"" in the end credits) who is menaced by ""The Brute"" (played by Jean Reno) on his journey through a world filled by people rendered nearly mute by some unknown incident.",2.524734,1983-04-06,0,90.0
24203,False,0,,en,"Desk Set","Desk Set","Make the office a wonderful place to love in!","Two extremely strong personalities clash over the computerization of a TV network's research department.",2.007373,1957-08-02,0,103.0
9065,False,0,,de,Europa,Europa,,"An American, Leopold Kessler (Jean-Marc Barr) goes to post-war Germany in 1945 to work as a railroad conductor for the Zentropa Rail Line instead of going into the Army because he feels its a more valuable thing to do for the state of the world. He meets Katharina Hartmann (Barbara Sukowa), the daughter of the railroad owner and they fall in love.",3.16238,1991-05-11,0,112.0
44479,False,0,,en,"The Watermelon Woman","The Watermelon Woman",,"Cheryl, a young black lesbian, works a day job in a video store while trying to make a film about a black actress from the 1930s known for playing the stereotypical ""mammy"" roles relegated to black actresses during the period. It was the first feature film directed by a black lesbian.",0.090481,1996-09-07,0,90.0
4823,False,0,,en,"Final Analysis","Final Analysis","Someone was seduced. Someone was set up. and before it was all over... someone was dead.","Barr is a psychiatrist who falls in love with the sister of one of his clients. She's beautiful and married to a gangster. She hates her husband but is unable to escape from him.",4.43707,1992-02-07,28590665,117.0
10168,False,0,,en,"The Freshman","The Freshman",,"Clark Kellogg is a young man starting his first year at film school in New York City. After a small time crook steals all his belongings, Clark meets Carmine ""Jimmy the Toucan"" Sabatini, an ""importer"" bearing a startling resemblance to a certain cinematic godfather. When Sabatini makes Clark an offer he can't refuse, he finds himself caught up in a caper involving endangered species and fine dining.",4.470254,1990-07-20,0,102.0
10234,False,0,,de,"Funny Games","Funny Games",,"Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",9.314129,1997-05-14,0,103.0
38939,False,0,,en,"Tales from the Crypt","Tales from the Crypt","DEATH LIVES in the Vault of Horror!","Five people find themselves in a tomb. The Crypt keeper explains why they are there through a series of frightening stories. Based on the classic comic book.",4.407775,1972-03-09,0,92.0
10952,False,8500000,,en,"New Jack City","New Jack City","They're a new breed of gangster. The new public enemy. The new family of crime.","A gangster, Nino, is in the Cash Money Brothers, making a million dollars every week selling crack. A cop, Scotty, discovers that the only way to infiltrate the gang is to become a dealer himself.",12.979446,1991-03-08,47624253,97.0
14022,False,0,,en,Slacker,Slacker,,"Presents a day in the life in Austin, Texas among its social outcasts and misfits, predominantly the twenty-something set, using a series of linear vignettes. These characters, who in some manner just don't fit into the establishment norms, move seamlessly from one scene to the next, randomly coming and going into one another's lives.",4.520146,1990-07-27,0,97.0
860,False,12000000,http://www.mgm.com/title_title.do?title_star=WARGAMES,en,WarGames,WarGames,"Is it a game, or is it real?","High School student David Lightman (Matthew Broderick) has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Defense Department's war computer and initiates a confrontation of global proportions! Together with his girlfriend (Ally Sheedy) and a wizardly computer genius (John Wood), David must race against time to outwit his opponent...and prevent a nuclear Armageddon.",8.321647,1983-06-03,79567667,114.0
41521,False,2000000,,en,"Mr. Hobbs Takes a Vacation","Mr. Hobbs Takes a Vacation","Jimmy Takes A Vacation... You Have All The Fun!","James Stewart and Maureen O'Hara star as Roger and Peggy Hobbs, a St. Louis couple with a large brood who desire a seaside vacation. Renting a cottage by the ocean is just the first step in a summer fraught with disasters, including a couch potato son, a shy daughter with newly installed braces, a pair of grown daughters who have married badly, and a local yachtsman with eyes for Peggy. Not to mention the ramshackle state of the shoreline abode, Roger and Peggy's new grandparent status, and incidents involving a sexy neighbor, a sailboat regatta and bird watching. ~ Karl Williams, All Movie Guide",3.04045,1962-06-15,0,116.0
48035,False,0,,da,Ordet,Ordet,,"How do we understand faith and prayer, and what of miracles? August 1925 on a Danish farm. Patriarch Borgan has three sons: Mikkel, a good-hearted agnostic whose wife Inger is pregnant, Johannes, who believes he is Jesus, and Anders, young, slight, in love with the tailor's daughter. The fundamentalist sect of the girl's father is anathema to Borgan's traditional Lutheranism; he opposes the marriage until the tailor forbids it, then Borgan's pride demands that it happen. Unexpectedly, Inger, who is the family's sweetness and light, has problems with her pregnancy. The rational doctor arrives, and a long night brings sharp focus to at least four views of faith.",3.132172,1955-01-09,0,126.0
5000,False,0,,fr,"Jeux interdits","Forbidden Games","War...and how it affects the lives of our children","Orphaned after a Nazi air raid, Paulette, a young Parisian girl, runs into Michel, an older peasant boy, and the two quickly become close. Together, they try to make sense of the chaotic and crumbling world around them, attempting to cope with death as they create a burial ground for Paulette's deceased pet dog. Eventually, however, Paulette's stay with Michel's family is threatened by the harsh realities of wartime.",3.936747,1952-05-09,10188,86.0
22744,False,0,,en,"Jane Eyre","Jane Eyre",,"After a harsh childhood, orphan Jane Eyre is hired by Edward Rochester, the brooding lord of a mysterious manor house to care for his young daughter.",2.188029,1943-12-24,0,97.0
17831,False,0,,en,"A Tale of Two Cities","A Tale of Two Cities","The Immortal Story of Love and Intrigue During French Revolution!","The exciting story of Dr. Manette, who escapes the horrors of the infamous Bastille prison in Paris. The action switches between London and Paris on the eve of the revolution where we witness 'the best of times and the worst of times' - love, hope, the uncaring French Aristocrats and the terror of a revolutionary citizen's army intent on exacting revenge.",7.737271,1935-12-25,0,128.0
780,False,0,,fr,"La passion de Jeanne d'Arc","The Passion of Joan of Arc","An Immortal Screen Classic that will live Forever!","A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.",8.903953,1928-04-21,0,110.0
31510,False,3900000,,en,"Ben-Hur: A Tale of the Christ","Ben-Hur: A Tale of the Christ",,"After having not seen one another in years, wealthy Jewish citizen Judah Ben-Hur and his boyhood close friend Messala, now a Roman tribune, happen to meet. When an accident occurs, Messala, who has become small-minded and arrogant, seeks to destroy the lives of Judah and his family members.",2.301098,1925-12-30,9000000,143.0
234,False,18000,,de,"Das Cabinet des Dr. Caligari","The Cabinet of Dr. Caligari","You must become Caligari.","The Cabinet of Dr. Caligari is eerie and expressionistic, silent and surreal. It has become not only a classic of German Expressionist cinema, but a landmark in film history, with creative scenery and an unusual ending.",7.191271,1920-02-25,0,78.0
899,False,0,,en,"Broken Blossoms","Broken Blossoms",,"Broken Blossoms is an American silent film from director D. W. Griffith. This melodrama tells the love story of an abused English woman and a Chinese Buddhist in a time when London was a brutal and harsh place to live.",3.185824,1919-05-13,0,90.0
8289,False,0,,en,"Gorky Park","Gorky Park","Murder In Moscow","Police Inspector Renko tries to solve the case of three bodies found in Moscow's Gorky Park but finds his attempts to solve the crime impeded by his superiors. Working on his own, Renko seeks out more information and stumbles across a conspiracy involving the highest levels of the government.",4.598954,1983-12-15,16175602,128.0
11583,False,6000000,,en,"The First Great Train Robbery","The First Great Train Robbery","Never have so few taken so much from so many.","In Victorian England, a master criminal makes elaborate plans to steal a shipment of gold from a moving train.",5.393807,1979-01-25,0,110.0
11002,False,0,,en,"Greystoke: The Legend of Tarzan, Lord of the Apes","Greystoke: The Legend of Tarzan, Lord of the Apes",,"A shipping disaster in the 19th Century has stranded a man and woman in the wilds of Africa. The lady is pregnant, and gives birth to a son in their tree house. Soon after, a family of apes stumble across the house and in the ensuing panic, both parents are killed. A female ape takes the tiny boy as a replacement for her own dead infant, and raises him as her son. Twenty years later, Captain Phillippe D'Arnot discovers the man who thinks he is an ape. Evidence in the tree house leads him to believe that he is the direct descendant of the Earl of Greystoke, and thus takes it upon himself to return the man to civilization.",4.627865,1984-03-30,45858563,143.0
6472,False,20000000,,en,"Guarding Tess","Guarding Tess","A comedy beyond the call of duty.","Doug is a Secret Service Agent who has just completed his stint in charge protecting Tess Carlisle, widow of a former U.S. President, and close personal friend of the President. He finds that she has requested that he not be rotated but instead return to be her permanent detail. Doug is crushed. He wants off her detail. She is very difficult to guard and makes her detail crazy with her whims and demands. Doug returns with no idea of how to continue dealing with her.",8.847461,1994-03-11,0,96.0
5143,False,6400000,,en,"Hannah and Her Sisters","Hannah and Her Sisters",,"Between two Thanksgivings, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",9.57874,1986-02-07,40084041,107.0
11384,False,0,,en,"The Hard Way","The Hard Way","There's only one way these two are going to get along...","Seeking to raise his credibility as an actor and to land a role as a tough cop on a new show, Hollywood action star Nick Lang works a deal with New York City Police Capt. Brix, who by chance is one of his fans. Nick will be paired with detective Lt. John Moss and learn how to act like a real cop. But when Nick drives John crazy with questions and imitating him, he gets in the way of John's pursuit of a serial killer.",7.122938,1991-03-08,65595485,111.0
5227,False,0,,en,"Hercules in New York","Hercules in New York",,"Hercules (Schwarzenegger) is sent to Earth where he finds true love and starts a promising career in the bodybuilder business.",3.97439,1969-02-23,0,91.0
8010,False,30000000,,en,"Highlander II: The Quickening","Highlander II: The Quickening","It's a kind of magic.","In the year 2025, the ozone layer is believed to have been destroyed. It is up to MacLeod and Rameriz to set things right. Opposition comes from both the planet Ziest (MacLeod and Ramirez's homeworld) and a corporation profiting from the supposed lack of ozone. Also, flashbacks show the story behind MacLeod and Ramirez's exile from Ziest.",8.032638,1991-01-30,15556340,91.0
10410,False,35000000,,en,Hoffa,Hoffa,,"Jack Nicholson's portrait of union leader James R. Hoffa, as seen through the eyes of his friend, Bobby Ciaro (Danny DeVito). The film follows Hoffa through his countless battles with the RTA and President Roosevelt all the way to a conclusion that negates the theory that he disappeared in 1975.",5.027522,1992-12-25,0,140.0
47095,False,0,,en,"House of Cards","House of Cards","A Journey That Will Open Your Mind... And Touch Your Heart.","When Ruth Matthews's husband is killed in a fall at an archaeological dig, her daughter Sally handles her father's death in a very odd manner. As Sally's condition worsens, Ruth takes her to see Jake, an expert in childhood autism. Jake attempts to bring Sally out of her mental disarray through traditional therapy methods, but Ruth takes a different route. She risks her own sanity by attempting to enter her daughter's mind and make sense of the seemingly bizarre things that Sally does, including building a wondrous house of cards",4.946028,1993-06-25,0,109.0
10407,False,0,,en,Housesitter,Housesitter,"She's turning his house into a home...hers!","After building his dream house, architect Newton Davis proposes marriage to his girlfriend, only to be summarily rejected. He seeks solace in a one-night stand with a waitress, never imagining that a woman he slept with once would end up posing as his wife. Gwen's ruse is so effective that by the time Newton learns of his ""marriage,"" the entire town feels like they know him.",4.569249,1992-06-12,0,102.0
9292,False,65000000,,en,"Hudson Hawk","Hudson Hawk","Danger is his middle name.","Eddie Hawkins, called Hudson Hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. But then the crazy Mayflower couple blackmail him to steal some of the works of Leonardo da Vinci. If he refuses, they threaten to kill his friend Tommy.",9.782014,1991-05-23,17218080,100.0
11850,False,3500000,,en,"Invasion of the Body Snatchers","Invasion of the Body Snatchers","From deep space... The seed is planted... the terror grows","The first remake of the paranoid infiltration classic moves the setting for the invasion, from a small town to the city of San Francisco and starts as Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed, as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted ""replacement"", realises that he and his friends must escape or suffer the same fate. But who can he trust to help him and who has already been snatched?",5.219641,1978-12-19,24046533,115.0
48745,False,0,,en,Mindwalk,Mindwalk,,"A US politician visits his poet friend in Mont. St. Michael, France. While walking through the medieval island discussing their philosophies of life they happen upon Sonja, a scientist in recluse, who joins in their conversation. The two men listen to the ideas of this brilliant woman and discuss how her ideas can work in their own politician and poet lives.",0.1223,1990-09-09,0,111.0
2297,False,11000000,,en,Kafka,Kafka,,"Kafka, an insurance worker gets embroiled in an underground group after a co-worker is murdered. The underground group is responsible for bombings all over town, attempting to thwart a secret organization that controls the major events in society. He eventually penetrates the secret organization and must confront them.",7.693274,1991-11-15,0,98.0
951,False,15000000,,en,"Kindergarten Cop","Kindergarten Cop","Go ahead, you tell him you didn't do your homework.","Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match � in more ways than one.",3.67003,1990-12-21,201957688,111.0
10804,False,0,,en,"King Ralph","King Ralph","When Ralph becomes royalty, laughter reigns!","As the only relative to take over the Royal throne, a down on his luck American slob must learn the ways of the English.",5.169223,1991-02-15,0,97.0
5765,False,0,,en,"Knight Moves","Knight Moves","In a game of life and death... one wrong move could be his last...","A psychologist falls for a world-class chess player suspected of odd murders linked to his game.",7.431507,1992-01-14,0,116.0
9319,False,29000000,,en,"The Last Boy Scout","The Last Boy Scout","Everyone had counted them out. But they're about to get back in the game.","When the girl that detective Joe Hallenback is protecting gets murdered, the boyfriend of the murdered girl (ex-football player Jimmy Dix) attempts to investigate and solve the case. What they discover is that there is deep seated corruption going on between a crooked politician and the owner of a pro football team.",10.550259,1991-12-11,59509925,105.0
1643,False,1250000,,fr,"Ultimo tango a Parigi","Last Tango in Paris","Bernardo Bertolucci's Landmark Film","A young Parisian woman begins a sordid affair with a middle-aged American businessman whom lays out ground rules that their clandestine relationship will be based only on sex.",12.74564,1972-10-14,36144000,129.0
2007,False,0,,en,"Lorenzo's Oil","Lorenzo's Oil","Some people make their own miracles.","Lorenzo Odone was a normal child until the age of 7. After then, strange things began to happen to him: he would have blackouts, memory lapses, and other strange mental phemonenons. He is eventually diagnosed as suffering from ALD: an extremely rare incurable degenerative brain disorder. Frustrated at the failings of doctors and medicine in this area, the Odones begin to educate themselves",9.968395,1992-12-30,7286388,135.0
10995,False,0,,fr,"L'Amant","The Lover","She gave her innocence, her passion, her body. The one thing she couldn't give was her love.","A poor French teenage girl engages in an illicit affair with a wealthy Chinese heir in 1920s Saigon. For the first time in her young life she has control, and she wields it deftly over her besotted lover throughout a series of clandestine meetings and torrid encounters.",7.281965,1992-02-22,0,115.0
8047,False,0,,es,Matador,Matador,,"A conflicted youth confesses to crimes he didn't commit while a man and woman aroused by death become obsessed with each other.",3.518094,1986-03-07,0,110.0
2612,False,20000000,,en,"Mr. Destiny","Mr. Destiny","Larry Burrows Wished For It All... Until All That He Wished For Came True!","Larry Burrows is unhappy and feels powerless over his life. He believes his entire life could have turned out differently had he not missed that shot in a baseball game when was a kid. One night he meets this mysterious man, who could change his fate by offering him that alternative life he always dreamed of. But as Burrows embarks on this journey of self discovery he realises that even this new life has its problems and drawbacks..",4.414928,1990-10-12,15379253,110.0
3112,False,795000,,en,"The Night of the Hunter","The Night of the Hunter","The wedding night, the anticipation, the kiss, the knife, BUT ABOVE ALL...THE SUSPENSE!","In the Deep South, a serial-killing preacher hunts two young children who know the whereabouts of a stash of money.",7.892337,1955-04-03,0,93.0
10413,False,0,,en,"Nowhere to Run","Nowhere to Run","When the law can't protect the innocent,  the only hero left is an outlaw.","Escaped convict Sam Gillen single handedly takes on ruthless developers determined to evict Clydie - a widow with two young children. Nobody knows who Sam is.",9.812648,1993-01-15,0,94.0
2611,False,0,,en,"Only the Lonely","Only the Lonely","The Man, The Woman, The Mother.","Danny Muldoon, a Chicago policeman, still lives with his overbearing mother Rose. He meets and falls in love with Theresa Luna , whose father owns the local funeral parlour. Naturally, his mother objects to the relationship, and Danny and Theresa must either overcome her objections or give up the romance.",10.313689,1991-05-24,21830957,104.0
1825,False,25000000,,en,"Over the Top","Over the Top","Some fight for money... Some fight for glory... He's fighting for his son's love.","Sylvester Stallone stars as hard-luck big-rig trucker Lincoln Hawk and takes us under the glaring Las Vegas lights for all the boisterous action of the World Armwrestling Championship.  Relying on wits and willpower, Hawk tries to rebuild his life by capturing the first-place prize money, and the love of the son he abandoned years earlier into the keeping of his rich, ruthless father-in-law.",8.431956,1987-02-13,16057580,93.0
10538,False,15000000,,en,"Passenger 57","Passenger 57","He's an ex-cop with a bad mouth, a bad attitude, and a bad seat. For the terrorists on flight 163 . . . he's very bad news.","An infamous terrorist has evaded capture for a long time by being extremely clever and ruthless. Things get interesting when he hijacks a plane carrying famous security expert John Cutter, who isn't about to stand this sort of thing.",18.451321,1992-11-05,44065653,84.0
11092,False,22000000,,en,"Presumed Innocent","Presumed Innocent",,"Life takes a nasty twist for D.A. Rusty Sabich when the woman he has been romantically involved with is murdered. He is assigned to investigate the case, but is soon charged with the murder.",7.025657,1990-07-26,221303188,127.0
18410,False,18000000,,en,"Project X","Project X","When the Air Force assigned Jimmy Garrett to a top secret project, he didn't know what he was in for. Neither did they.","A young inductee into the military is given the task of looking after some chimpanzees used in the mysterious ""Project X"". Getting to know the chimps fairly well, he begins to suspect there is more to the secret project than he is being told.",10.000775,1987-04-17,18532286,108.0
14904,False,0,,en,Proof,Proof,"Photographs don't lie, people do.","The life of a blind photographer who is looked after by a housekeeper is disrupted by the arrival of an agreeable restaurant worker.",2.616309,1991-08-15,524668,86.0
19065,False,17010000,,en,"Pure Luck","Pure Luck","Somewhere on the Mexican Riviera, a beautiful, rich heiress has gone missing. Only one man can find her. Unfortunately, they sent two","The daughter of a wealthy businessman has disappeared in Mexico, and all the efforts to find her have been unsuccessful. A psychologist, knowing that the girl has an ultra bad luck, persuades her father to send to Mexico one of his employees, an accountant with super bad luck, to find her. Perhaps he will be lucky, and his bad luck could help to find the unlucky girl.",2.07443,1991-08-09,24941969,96.0
3176,False,4500000,,ja,?????????,"Battle Royale","Could you kill your best friend?","In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",12.701098,2000-12-16,25000000,114.0
9261,False,1000000,,zh,??,"The Wedding Banquet","You are cordially invited to a wedding where everybody wants to kiss the bride... except the groom.","A Taiwanese-American man is happily settled in New York with his American boyfriend. He plans a marriage of convenience to a Chinese woman in order to keep his parents off his back and to get the woman a green card. Chaos follows when his parents arrive in New York for the wedding.",2.709403,1993-08-04,6933459,109.0
5336,False,0,,it,"Sal� o le 120 giornate di Sodoma","Sal�, or the 120 Days of Sodom","The final vision of a controversial filmmaker.","Four corrupted fascist libertines round up 9 teenage boys and girls and subject them to 120 days of sadistic physical, mental and sexual torture.",7.705479,1975-11-22,0,116.0
23908,False,0,,en,"A Midnight Clear","A Midnight Clear",,"Set in 1944 France, an American Intelligence Squad locates a German Platoon wishing to surrender rather than die in Germany's final war offensive. The two groups of men, isolated from the war at present, put aside their differences and spend Christmas together before the surrender plan turns bad and both sides are forced to fight the other.",7.210452,1992-04-24,0,108.0
14671,False,0,,en,"Summer School","Summer School","At Ocean Front High, what do they call a guy who cuts classes, hates homework, and lives for summer vacations? Teacher.","A high-school gym teacher has big plans for the summer, but is forced to cancel them to teach a ""bonehead"" English class for misfit goof-off students. Fortunately, his unconventional brand of teaching fun field trips begins to connect with them, and even inspires ardor in some.",4.912295,1987-07-22,35114428,97.0
11509,False,26000000,,en,Silverado,Silverado,"Four strangers become friends. Four friends become heros. On the road to...","Four unwitting heroes cross paths on their journey to the sleepy town of Silverado. Little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. It's up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friends are.",8.748084,1985-07-10,0,127.0
10729,False,0,,en,"Quick Change","Quick Change","The bank robbery was easy. But getting out of New York was a nightmare.","With the aid of his girlfriend, Phyllis Potter, and best friend, Loomis, Grimm enters a Manhattan bank dressed as a clown, creates a hostage situation and executes a flawless robbery. The only thing left for the trio to do is make their getaway out of the city and to the airport. It sounds simple enough, but it seems that fate deserts them immediately after the bank heist. One mishap after another conspires to keep these robbers from reaching freedom.",4.122959,1990-07-13,0,89.0
29437,False,530000,,en,Rabid,Rabid,"Pray it doesn't happen to you.","After undergoing radical surgery for injuries from a motorcycle accident, a young woman develops a strange phallic growth on her body and a thirst for human blood -- the only nourishment that will now sustain her.",11.284126,1977-04-08,0,91.0
20763,False,35000000,,en,"Radio Flyer","Radio Flyer","Powered by imagination.","A father reminisces about his childhood when he and his younger brother moved to a new town with their mother, her new husband and their dog, Shane. When the younger brother is subjected to physical abuse at the hands of their brutal stepfather, Mike decides to convert their toy trolley, the ""Radio Flyer"", into a plane to fly him to safety.",5.618237,1992-02-21,4651977,114.0
2047,False,0,,en,"The Real McCoy","The Real McCoy",,"Karen McCoy is released from prison with nothing but the clothes on her back. Before being incarcerated Karen was the bank robber of her time, but now she wishes for nothing more than to settle down and start a new life. Unfortunately between a dirty parole officer, old business partners, and an idiot ex-husband she will have to do the unthinkable in order to save her son.",3.790875,1993-09-10,0,100.0
14249,False,0,,en,Revenge,Revenge,"A passion that cannot be denied. A betrayal that cannot be forgiven.","Michael �Jay� Cochran has just left the Navy after 12 years and he's not quite sure what he's going to do, except that he knows he wants a holiday. He decides to visit Tiburon Mendez, a powerful but shady Mexican businessman who he once flew to Alaska for a hunting trip. Arriving at the Mendez mansion in Mexico, he is immediately surprised by the beauty and youth of Mendez�s wife, Miryea.",7.429491,1990-02-16,15645616,123.0
10021,False,12000000,,en,"The Secret of My Success","The Secret of My Success","There's no such thing as an overnight success. Brantley Foster took two weeks.","Brantley Foster, a well-educated kid from Kansas, has always dreamed of making it big in New York, but once in New York, he learns that jobs - and girls - are hard to get. When Brantley visits his uncle, Howard Prescott, who runs a multi-million-dollar company, he is given a job in the company's mail room.",5.409557,1987-04-10,110996879,111.0
11634,False,0,,sv,"Fucking �m�l","Show Me Love","Two girls. One love.","�m�l is a small insignificant town where nothing ever happens, where the latest trends are out of date when they get there. Young Elin has a bit of a bad reputation when it comes to guys, but the fact is that she has never done *it*. Another girl in her school, Agnes, is in love with her but is too shy to do anything about it. For different reasons, Elin ends up at Agnes' birthday party as the only guest. They have a girl's night out together but after that Elin desperately avoids Agnes, refusing to even consider her own homosexuality.",10.58342,1998-10-23,0,89.0
14746,False,14500000,,en,"Streets of Fire","Streets of Fire","Tonight is what it means to be young.","Raven Shaddock and his gang of merciless biker friends kidnap rock singer Ellen Aim. Ellen's former lover, soldier-for-hire Tom Cody, happens to be passing through town on a visit. In an attempt to save his star act, Ellen's manager hires Tom to rescue her. Along with a former soldier, they battle through dangerous cityscapes, determined to get Ellen back.",6.958758,1984-06-01,8089290,93.0
11824,False,0,,en,"Teen Wolf","Teen Wolf","He always wanted to be special... but he never expected this!","What's a high school kid got to do to be popular? Just let down his hair and howl! Starring Michael J. Fox (Back to the Future) Teen Wolf is an outrageous comedy about a shy teenager with more than a changing voice to contend with... he's a budding young werewolf! And when his new-found powers help him score at basketball - and with the popular girls - he has some pretty hairy decisions to make.",10.940057,1985-08-23,0,91.0
8222,False,0,,es,"Tacones lejanos","High Heels",,"High Heels is a murder mystery comedy centering on flamboyant actress Becky del Paramo and her daughter Rebecca, a television anchorwoman. After being estranged for 15 years, Becky re-enters Rebecca's life when she comes to perform a concert.  Rebecca, she finds, is now married to one of Becky's ex-lovers, Manuel. The mother and daughter begin making up for lost time, when suddenly, a murder occurs...",4.563892,1991-10-23,1710057,109.0
20067,False,0,http://www.mgm.com/thingsyoucantell/,en,"Things You Can Tell Just by Looking at Her","Things You Can Tell Just by Looking at Her","A man only sees what a woman wants him to know.","In California, a group of women struggle with personal problems as their paths intertwine in unexpected ways. Dr. Elaine Keener, the sole caretaker for her aging mother, turns to tarot card reader Christine for spiritual aid. Christine grapples with her own angst due to her lover's debilitating illness. Meanwhile, a bank manager deals with an unwanted pregnancy, two sisters pursue romantic interests and a housewife gets back into the dating game.",4.166882,1999-10-28,0,109.0
12395,False,0,,en,Thunderheart,Thunderheart,"Two men from different worlds. Two cops after the same killer. Together they must uncover the secrets. Together they must discover the truth.","An FBI man with Sioux background is sent to a reservation to help with a murder investigation, where he has to come to terms with his heritage.",3.212558,1992-04-03,0,119.0
9846,False,0,http://www.mgm.com/#/our-titles/2024/To-Live-and-Die-in-L.A.,en,"To Live and Die in L.A.","To Live and Die in L.A.","A federal agent is dead. A killer is loose. And the City of Angels is about to explode.","A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.",6.186999,1985-11-01,17307019,116.0
23719,False,0,,en,"Trapped in Paradise","Trapped in Paradise","The Firpo Brothers can get away with anything. They just can't get away!","The Firpo Brothers can get away with anything. They just can't get away!",4.720595,1994-12-02,5777916,111.0
11986,False,0,,fr,"37�2 le matin","Betty Blue",,"Betty Blue, a mentally unbalanced and sexually aggressive free spirit who becomes involved with Zorg, a repairman moonlighting as a writer. The two engage in a variety of sexual encounters, and grow more passionate toward each other. Betty finds Zorg�s book and is aggressively supportive; over time, her instability begin to catch up with her, leading to a grisly and shocking conclusion.",6.493744,1986-04-09,2003822,178.0
1626,False,64000,,fr,"Vivre sa vie: film en douze tableaux","Vivre Sa Vie","The many faces of a woman trying to find herself in a world of men.","Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.",11.30591,1962-09-20,24517,85.0
483,False,9500000,,en,"Wild at Heart","Wild at Heart","A wild crazy love story.","Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.",8.528622,1990-05-01,14560247,124.0
